name,latitude_deg,longitude_deg,icao_code
Ben Gurion International Airport,32.011398,34.8867,LLBG
Tel Nof Air Base,31.8395,34.8218,LLEK
Ramon International Airport,29.727009,35.014116,LLER
Uri Michaeli Haifa International Airport,32.810219,35.043719,LLHA
Rosh Pina Airport,32.980999,35.571899,LLIB
Bar Yehuda Airfield,31.328199,35.388599,LLMZ
Nevatim Air Base,31.20829964,35.01229858,LLNV
Ramat David Air Base,32.6651,35.179501,LLRD
Ramon Air Base,30.7761,34.666698,LLRM
Malta International Airport,35.845932,14.491546,LMML
Wiener Neustadt East Airport,47.8433,16.260099,LOAN
Graz Airport,46.9911,15.4396,LOWG
Innsbruck Airport,47.260201,11.344,LOWI
Klagenfurt Airport,46.642502,14.3377,LOWK
Linz-Hörsching Airport,48.235362,14.188128,LOWL
Salzburg Airport,47.793301,13.0043,LOWS
Vienna International Airport,48.110298,16.5697,LOWW
Wiener Neustadt West Airport,47.836933,16.221838,LOXN
Hinterstoisser Air Base,47.202801,14.7442,LOXZ
Alverca Air Base,38.883301,-9.0301,LPAR
Santa Maria Airport,36.97140121,-25.17060089,LPAZ
Bragança Airport,41.8578,-6.70713,LPBG
Beja Airport / Airbase,38.078899,-7.9324,LPBJ
Braga Municipal Aerodrome,41.587,-8.445189,LPBR
Aerodromo de Castelo Branco,39.844528,-7.439875,LPCB
Aerodromo Municipal de Coimbra,40.158758,-8.470815,LPCO
Cascais Airport,38.724998,-9.35523,LPCS
Évora Airfield,38.533501,-7.88964,
Flores Airport,39.45529938,-31.13139915,LPFL
Faro - Gago Coutinho International Airport,37.015909,-7.970939,LPFR
Graciosa Airport,39.09220123,-28.02980042,LPGR
Horta Airport,38.51990128,-28.71590042,LPHR
Lajes Airport,38.761799,-27.090799,LPLA
Cristiano Ronaldo International Airport,32.697812,-16.774613,LPMA
Monte Real Air Base,39.828335,-8.8875,LPMR
Montijo Air Base,38.70929,-9.03368,
Ovar Air Base,40.915901,-8.64592,
João Paulo II Airport,37.74119949,-25.69790077,LPPD
Pico Airport,38.554298,-28.441299,LPPI
Portimão Airport,37.1493,-8.58396,LPPM
Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,LPPR
Porto Santo Airport,33.07339859,-16.35000038,LPPS
Lisbon Humberto Delgado Airport,38.7813,-9.13592,LPPT
São Jorge Airport,38.665501,-28.1758,LPSJ
Aeródromo Municipal de Ponte de Sor,39.211545,-8.057787,LPSO
Sintra Air Base,38.8311,-9.33955,
Tancos Airbase,39.475101,-8.36458,
Vilar de Luz Airfield,41.27729,-8.516209,LPVL
Vila Real Airport,41.2743,-7.72047,LPVR
Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,LPVZ
Banja Luka International Airport,44.941399,17.297501,LQBK
Mostar International Airport,43.282489,17.846101,LQMO
Sarajevo International Airport,43.8246,18.331499,LQSA
Tuzla International Airport,44.459858,18.723627,LQTZ
Feteşti Borcea Air Base,44.3923,27.7267,LRFT
Boboc Air Base,45.2164,26.9786,LRBO
Arad International Airport,46.176136,21.264322,LRAR
Bacău George Enescu International  Airport,46.5219,26.910299,LRBC
Maramureș International Airport,47.658444,23.464445,LRBM
Bucharest Băneasa Aurel Vlaicu International Airport,44.503133,26.102944,LRBS
Brașov-Ghimbav International Airport,45.70558,25.522871,LRBV
Mihail Kogălniceanu International Airport,44.362202,28.4883,LRCK
Avram Iancu Cluj International Airport,46.786042,23.685733,LRCL
Caransebeş Airport,45.420142,22.252507,LRCS
Câmpia Turzii Air Base,46.5023,23.8859,LRCT
Craiova International Airport,44.3181,23.888599,LRCV
Iaşi International Airport,47.179633,27.621431,LRIA
Oradea International Airport,47.025299,21.9025,LROD
Bucharest Henri Coandă International Airport,44.571792,26.103285,LROP
Sibiu International Airport,45.785841,24.086666,LRSB
Satu Mare International Airport,47.7033,22.8857,LRSM
Suceava Ștefan cel Mare International Airport,47.6875,26.354099,LRSV
Tulcea Danube Delta Airport,45.0625,28.7143,LRTC
Târgu Mureş Transilvania International Airport,46.467701,24.4125,LRTM
Timișoara Traian Vuia International Airport,45.809898,21.3379,LRTR
Les Eplatures Airport,47.08390045,6.792840004,LSGC
Geneva International Airport,46.238098,6.10895,LSGG
Sion Airport,46.219166,7.326944,LSGS
Alpnach Air Base,46.943901,8.28417,LSMA
Dübendorf Air Base,47.398602,8.64823,LSMD
Emmen Air Base,47.092444,8.305184,LSME
Payerne Air Base,46.8432,6.91506,LSMP
Lugano Airport,46.004299,8.91058,LSZA
Bern Airport,46.912736,7.498819,LSZB
Grenchen Airfield,47.181599,7.41719,LSZG
Zürich Airport,47.458056,8.548056,LSZH
Sankt Gallen Altenrhein Airport,47.485001,9.56077,LSZR
Engadin Airport,46.5341,9.88411,LSZS
Esenboğa International Airport,40.128101,32.995098,LTAC
Etimesgut Air Base,39.94979858,32.68859863,LTAD
Akıncı Air Base,40.078899,32.565601,LTAE
Adana Şakirpaşa Airport,36.982201,35.280399,LTAF
İncirlik Air Base,37.002102,35.4259,LTAG
Afyon Air Base,38.726398,30.601101,LTAH
Antalya International Airport,36.898701,30.800501,LTAI
Gaziantep Oğuzeli International Airport,36.947201,37.478699,LTAJ
Kastamonu Airport,41.314201,33.795799,LTAL
Konya Airport,37.979,32.561901,LTAN
Zonguldak Çaycuma Airport,41.506401,32.0886,LTAS
Malatya Erhaç Airport,38.43529892,38.0909996,LTAT
Kayseri Erkilet International Airport,38.770401,35.495399,LTAU
Sivrihisar Airport,39.4515,31.365299,LTAV
Tokat Airport,40.32472,36.39056,LTAW
Çardak Airport,37.78559875,29.70129967,LTAY
Nevşehir Kapadokya Airport,38.7719,34.5345,LTAZ
İstanbul Atatürk Airport,40.971913,28.823714,LTBA
Balıkesir Airport,39.619301,27.926001,LTBF
Bandırma Airport,40.318001,27.977699,LTBG
Çanakkale Airport,40.13769913,26.42679977,LTBH
Eskişehir Air Base,39.7841,30.5821,LTBI
Adnan Menderes International Airport,38.2924,27.157,LTBJ
Çiğli Airbase,38.513,27.010099,
Kütahya Airport,39.426701,30.016899,LTBN
Uşak Airport,38.681499,29.471701,LTBO
Cengiz Topel Airport,40.735001,30.0833,LTBQ
Bursa Yenişehir Airport,40.255199,29.562599,LTBR
Dalaman International Airport,36.7131,28.7925,LTBS
Akhisar Airport / Akhisar Air Base,38.808899,27.8339,LTBT
Tekirdağ Çorlu Airport,41.138199,27.9191,LTBU
İstanbul Samandıra Army Air Base,40.993,29.216499,
Hasan Polatkan Airport,39.811644,30.519268,LTBY
Elazığ Airport,38.597974,39.28348,LTCA
Ordu–Giresun Airport,40.966872,38.085995,LTCB
Diyarbakır Airport,37.893902,40.201,LTCC
Erzincan Airport,39.71020126,39.52700043,LTCD
Erzurum International Airport,39.956501,41.1702,LTCE
Kars Airport,40.56219864,43.11500168,LTCF
Trabzon International Airport,40.995098,39.7897,LTCG
Van Ferit Melen Airport,38.46820068,43.33229828,LTCI
Batman Airport,37.929001,41.1166,LTCJ
Muş Airport,38.74779892,41.66120148,LTCK
Siirt Airport,37.97890091,41.8404007,LTCL
Sinop Airport,42.018313,35.071774,LTCM
Kahramanmaraş Airport,37.53882599,36.95352173,LTCN
Ağrı Airport,39.655642,43.025742,LTCO
Adıyaman Airport,37.7314,38.468899,LTCP
Mardin Airport,37.22330093,40.63169861,LTCR
Şanlıurfa GAP Airport,37.445663,38.895592,LTCS
Iğdır Airport,39.976627,43.876648,LTCT
Şırnak Şerafettin Elçi Airport,37.3647,42.0582,LTCV
Hakkari Yüksekova Airport,37.5497,44.2381,LTCW
Hatay Airport,36.36079,36.285589,LTDA
Çukurova International Airport,36.891478,35.071235,LTDB
Süleyman Demirel International Airport,37.8554,30.368401,LTFC
Balıkesir Koca Seyit Airport,39.552533,27.010192,LTFD
Milas Bodrum International Airport,37.249314,27.66401,LTFE
Gazipaşa-Alanya Airport,36.298832,32.297017,LTFG
Samsun-Çarşamba Airport,41.253988,36.567546,LTFH
Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,LTFJ
İstanbul Airport,41.274874,28.732136,LTFM
Rize–Artvin Airport,41.179766,40.848802,LTFO
Bălți-Leadoveni International Airport,47.837666,27.781108,LUBL
Mărculești Air Base,47.862701,28.212799,LUBM
Cahul International Airport,45.8438,28.2637,LUCH
Chişinău International Airport,46.92774,28.931704,LUKK
Tiraspol Airfield,46.868099,29.590599,LUTR
Ohrid St. Paul the Apostle Airport,41.18,20.7423,LWOH
Skopje International Airport,41.958087,21.622581,LWSK
Gibraltar Airport,36.151679,-5.34978,LXGB
Brak Airport,27.653,14.272,
Belgrade Nikola Tesla Airport,44.818401,20.309099,LYBE
Batajnica Air Base,44.935299,20.2575,LYBT
Morava Airport,43.817519,20.586662,LYKV
Niš Constantine the Great Airport,43.336538,21.856242,LYNI
Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.2519,LYPG
Tivat Airport,42.404701,18.723301,LYTV
Ponikve Airport,43.898899,19.697701,LYUZ
Langzhong Gucheng Airport,31.50191,106.034417,ZULA
M. R. Štefánik Airport,48.1702,17.2127,LZIB
Košice International Airport,48.663101,21.2411,LZKZ
Malacky/Kuchyňa Air Base,48.402,17.118401,LZMC
Piešťany Airport,48.62519836,17.82839966,LZPP
Sliač Airport,48.63779831,19.13409996,LZSL
Poprad-Tatry Airport,49.070994,20.241394,LZTT
Žilina-Dolný Hričov Airport,49.233292,18.613386,LZZI
Mahbes Airbase,27.726982,-9.237865,
JAGS McCartney International Airport,21.4445,-71.142303,MBGT
North Caicos Airport,21.916094,-71.942954,MBNC
Providenciales International Airport,21.773697,-72.268321,MBPV
South Caicos Airport,21.515699,-71.528503,MBSC
Maria Montez International Airport,18.25149918,-71.12039948,MDBH
Cabo Rojo Airport,17.92900085,-71.64479828,MDCR
Samaná El Catey International Airport,19.269259,-69.737405,MDCY
La Isabela International Airport,18.57250023,-69.98560333,MDJB
Casa De Campo International Airport,18.452222,-68.911111,MDLR
Punta Cana International Airport,18.567093,-68.364558,MDPC
Gregorio Luperon International Airport,19.7579,-70.57,MDPP
Las Américas International Airport,18.42970085,-69.66889954,MDSD
San Isidro Air Base,18.50370026,-69.76170349,
Cibao International Airport,19.40406,-70.604431,MDST
Coban Airport,15.469,-90.4067,MGCB
La Aurora International Airport,14.582896,-90.527515,MGGT
Puerto Barrios Airport,15.7309,-88.583801,MGPB
Rubelsanto Airport,15.992,-90.445297,MGRB
Retalhuleu Airport,14.521431,-91.697001,MGRT
San José Airport,13.9362,-90.8358,MGSJ
Mundo Maya International Airport,16.913707,-89.866143,
Golosón International Airport,15.7425,-86.852997,MHLC
Ramón Villeda Morales International Airport,15.4526,-87.923599,MHLM
La Laguna Airport,16.4454,-85.906601,MHNJ
Juan Manuel Gálvez International Airport,16.316799,-86.523003,MHRO
Palmerola International Airport,14.3824,-87.621201,MHPR
Tela Airport,15.7759,-87.4758,MHTE
Toncontín Airport,14.0609,-87.217201,MHTG
Trujillo Airport,15.926599,-85.938573,MHTJ
Ian Fleming International Airport,18.404079,-76.969754,MKBS
Norman Manley International Airport,17.93569946,-76.78749847,MKJP
Sangster International Airport,18.50342,-77.91323,MKJS
Ken Jones Airport,18.19879913,-76.53450012,MKKJ
Tinson Pen Airport,17.98859978,-76.82379913,MKTP
General Juan N. Álvarez International Airport,16.757126,-99.753113,MMAA
Del Norte International Airport,25.865601,-100.237,MMAN
Aguascalientes International Airport,21.699589,-102.318372,MMAS
Bahías de Huatulco International Airport,15.775437,-96.260456,MMBT
General Mariano Matamoros International Airport,18.833922,-99.261818,MMCB
Ciudad Acuña International Airport,29.333662,-101.100555,MMCC
Ciudad del Carmen International Airport,18.651516,-91.799355,MMCE
Bachigualato Federal International Airport,24.76504,-107.475228,MMCL
Chetumal International Airport,18.504985,-88.328018,MMCM
Ciudad Obregón International Airport,27.39259911,-109.8330002,MMCN
Ingeniero Alberto Acuña Ongay International Airport,19.815969,-90.500125,MMCP
Abraham González International Airport,31.636673,-106.428533,MMCS
General Roberto Fierro Villalobos International Airport,28.702649,-105.963764,MMCU
General Pedro Jose Mendez International Airport,23.7033,-98.956497,MMCV
Captain Rogelio Castillo National Airport,20.545998,-100.886539,MMCY
Cozumel International Airport,20.514922,-86.928538,MMCZ
General Guadalupe Victoria International Airport,24.125468,-104.527938,MMDO
Amado Nervo National Airport,21.419833,-104.842472,MMEP
Ensenada International Airport / El Ciprés Air Base,31.794516,-116.602384,MMES
Guadalajara International Airport,20.523342,-103.310108,MMGL
General José María Yáñez International Airport,27.96899986,-110.9250031,MMGM
General Ignacio L. Pesqueira International Airport,29.092811,-111.053015,MMHO
Licenciado Miguel de la Madrid International Airport,19.277,-103.577002,MMIA
Plan de Guadalupe International Airport,25.53786,-100.928346,MMIO
General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,16.445961,-95.093708,MMIT
El Lencero Airport,19.475107,-96.797008,MMJA
Lázaro Cárdenas Airport,18.001672,-102.220316,MMLC
Valle del Fuerte International Airport,25.685503,-109.081159,MMLM
Guanajuato International Airport,20.992695,-101.480284,MMLO
Manuel Márquez de León International Airport,24.072331,-110.362662,MMLP
Loreto International Airport,25.989549,-111.348408,MMLT
General Servando Canales International Airport,25.76989937,-97.52529907,MMMA
Manuel Crescencio Rejón International Airport,20.930485,-89.645462,MMMD
General Rodolfo Sánchez Taboada International Airport,32.630629,-115.242805,MMML
General Francisco J. Mujica International Airport,19.849899,-101.025002,MMMM
Minatitlán/Coatzacoalcos International Airport,18.103399,-94.580704,MMMT
Monclova International Airport,26.9557,-101.470001,MMMV
Mexico City Benito Juárez International Airport,19.435822,-99.07033,MMMX
Monterrey International Airport,25.778521,-100.106989,MMMY
General Rafael Buelna International Airport,23.162823,-106.264517,MMMZ
Nogales International Airport,31.225756,-110.976934,MMNG
Quetzalcóatl International Airport,27.443899,-99.570503,MMNL
Xoxocotlán International Airport,16.998773,-96.726092,MMOX
El Tajín National Airport,20.60269928,-97.46080017,MMPA
Hermanos Serdán International Airport,19.158465,-98.371582,MMPB
Piedras Negras International Airport,28.627873,-100.53524,MMPG
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,19.3967,-102.039001,MMPN
Puerto Vallarta International Airport,20.679913,-105.254391,MMPR
Puerto Escondido International Airport,15.876808,-97.0891,MMPS
Querétaro Intercontinental Airport,20.618779,-100.186449,MMQT
General Lucio Blanco International Airport,26.0089,-98.2285,MMRX
Los Cabos International Airport,23.151919,-109.720731,MMSD
Cabo San Lucas International Airport,22.949072,-109.939479,MMSL
Felipe Ángeles International Airport,19.743824,-99.01507,MMSM
Ponciano Arriaga International Airport,22.262026,-100.935692,MMSP
Terán Air Base,16.739901,-93.173301,MMTB
Francisco Sarabia Tinoco International Airport,25.562265,-103.404608,MMTC
Angel Albino Corzo International Airport,16.561611,-93.025731,MMTG
General Abelardo L. Rodriguez International Airport,32.541043,-116.969976,MMTJ
Felipe Carrillo Puerto International Airport Tulum,20.172098,-87.660272,MMTL
General Francisco Javier Mina International Airport,22.292622,-97.867058,MMTM
Adolfo López Mateos International Airport,19.3369,-99.56583,MMTO
Tapachula International Airport,14.794549,-92.369871,MMTP
Cancún International Airport,21.040817,-86.87347,MMUN
Carlos Rovirosa Pérez International Airport,17.994283,-92.818199,MMVA
General Heriberto Jara International Airport,19.139589,-96.188602,MMVR
General Leobardo C. Ruiz International Airport,22.894942,-102.687154,MMZC
Ixtapa-Zihuatanejo International Airport,17.601771,-101.460629,MMZH
Playa de Oro International Airport,19.1448,-104.558998,MMZO
Shine Bulagin Hural Air Base,45.9467,109.1233,
Bluefields Airport,11.991,-83.774101,MNBL
Augusto C. Sandino (Managua) International Airport,12.1415,-86.168198,MNMG
Puerto Cabezas Airport,14.0472002,-83.38670349,MNPC
"Bocas del Toro ""Isla Colón"" International Airport",9.34085,-82.250801,MPBO
Alonso Valderrama Airport,7.98784,-80.409837,MPCE
Changuinola Captain Manuel Niño International Airport,9.458962,-82.515062,MPCH
Enrique Malek International Airport,8.388983,-82.436425,MPDA
Enrique Adolfo Jimenez Airport,9.35664,-79.867401,MPEJ
Marcos A. Gelabert International Airport,8.97334,-79.555603,MPMG
Ruben Cantu Airport,8.085599899,-80.94529724,MPSA
Tocumen International Airport,9.07136,-79.383499,MPTO
La Fortuna Arenal Airport,10.469311,-84.579073,MRAN
Aerotortuguero Airport,10.42,-83.6095,
Buenos Aires Airport,9.163949,-83.330171,MRBA
Barra del Colorado Airport,10.7687,-83.585602,MRBC
Coto 47 Airport,8.60156,-82.968754,MRCC
Golfito Airport,8.65401,-83.182198,MRGF
Guapiles Airport,10.21720028,-83.79699707,MRGP
Daniel Oduber Quirós International Airport,10.5933,-85.544403,MRLB
Los Chiles Airport,11.0353,-84.7061,MRLC
Limón International Airport,9.95796,-83.022003,MRLM
Nosara Airport,9.976490021,-85.65299988,MRNS
Juan Santamaría International Airport,9.99386,-84.208801,MROC
Puerto Jimenez Airport,8.533329964,-83.30000305,MRPJ
Palmar Sur Airport,8.95103,-83.468597,MRPM
Tobías Bolaños International Airport,9.95705,-84.139801,MRPV
Quepos Managua Airport,9.44316,-84.129799,MRQP
Upala Airport,10.8922,-85.016197,MRUP
El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,13.44447,-89.055784,MSLP
Ilopango International Airport,13.6995,-89.119904,MSSS
Antoine-Simon International Airport,18.271099,-73.7883,MTCA
Cap Haitien International Airport,19.725547,-72.20071,MTCH
Jacmel Airport,18.2411,-72.518501,MTJA
Jérémie Airport,18.663099,-74.170303,MTJE
Toussaint Louverture International Airport,18.580023,-72.292596,MTPP
Port-de-Paix Airport,19.934045,-72.84801,MTPX
IAF Agalega,-10.372483,56.603537,
Gustavo Rizo Airport,20.36529922,-74.5062027,MUBA
Carlos Manuel de Cespedes Airport,20.3964,-76.621399,MUBY
Máximo Gómez Airport,22.0271,-78.789597,MUCA
Jardines Del Rey Airport,22.46100044,-78.32839966,MUCC
Jaime Gonzalez Airport,22.14999962,-80.41419983,MUCF
Vilo Acuña International Airport,21.61650085,-81.54599762,MUCL
Ignacio Agramonte International Airport,21.419909,-77.848039,MUCM
Antonio Maceo International Airport,19.97474,-75.835504,MUCU
Leeward Point Field,19.9065,-75.2071,MUGM
Mariana Grajales Airport,20.0853,-75.158302,MUGT
José Martí International Airport,22.98920059,-82.40910339,MUHA
Frank Pais International Airport,20.785148,-76.315526,MUHG
Kawama Airport,23.124001,-81.301598,MUKW
Orestes Acosta Airport,20.65390015,-74.92220306,MUMO
Sierra Maestra International Airport,20.288605,-77.087545,MUMZ
San Nicolás de Bari Airport,22.756514,-81.920743,
Rafael Cabrera Airport,21.83469963,-82.78379822,MUNG
Playa Baracoa Airport,23.032801,-82.579399,MUPB
Abel Santamaria International Airport,22.492215,-79.943119,MUSC
San Julián Air Base,22.100525,-84.157376,MUSJ
Siguanea Airport,21.6425,-82.955101,MUSN
Alberto Delgado Airport,21.7883,-79.9972,MUTD
Juan Gualberto Gomez International Airport,23.034401,-81.435303,MUVR
Hermanos Ameijeiras Airport,20.9876,-76.935799,MUVT
Charles Kirkconnell International Airport,19.687,-79.882797,MWCB
Edward Bodden Little Cayman Airfield,19.660161,-80.088826,MWCL
Owen Roberts International Airport,19.292801,-81.357697,MWCR
Creel International Airport / Barrancas del Cobre Regional Airport,27.725133,-107.652015,
Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez),19.735231,-98.988153,
Clarence A. Bain Airport,24.287701,-77.684601,MYAB
Andros Town Airport,24.697901,-77.795601,MYAF
Congo Town Airport,24.158701,-77.589798,MYAK
Leonard M. Thompson International Airport,26.510711,-77.084262,MYAM
San Andros Airport,25.05380058,-78.0490036,MYAN
Spring Point Airport,22.441799,-73.970901,MYAP
Treasure Cay Airport,26.74530029,-77.39129639,MYAT
Chub Cay Airport,25.417101,-77.880898,MYBC
Great Harbour Cay Airport,25.7383,-77.840103,MYBG
South Bimini Airport,25.69989967,-79.26470184,MYBS
Arthur's Town Airport,24.6294,-75.673797,MYCA
New Bight Airport,24.3153,-75.452301,MYCB
Colonel Hill Airport,22.7456,-74.182404,MYCI
Exuma International Airport,23.562599,-75.877998,MYEF
North Eleuthera Airport,25.475823,-76.680784,MYEH
Governor's Harbour Airport,25.2847,-76.331001,MYEM
Normans Cay Airport,24.594299,-76.820198,MYEN
Rock Sound International Airport,24.89165,-76.177602,MYER
Staniel Cay Airport,24.1691,-76.439102,MYES
Grand Bahama International Airport,26.557996,-78.695583,MYGF
Inagua Airport,20.975,-73.666901,MYIG
Deadman's Cay Airport,23.17900085,-75.09359741,MYLD
Hard Bargain Airport,23.009934,-74.904851,
Stella Maris Airport,23.582317,-75.268621,MYLS
Mayaguana Airport,22.379499,-73.013494,MYMM
Lynden Pindling International Airport,25.039,-77.466202,MYNN
Duncan Town Airport,22.181801,-75.7295,MYRD
San Salvador International Airport,24.063041,-74.523233,MYSM
Philip S. W. Goldson International Airport,17.539951,-88.303556,MZBZ
Placencia Airport,16.536957,-88.361511,MZPL
Rarotonga International Airport,-21.2027,-159.806,NCRG
Niger Air Base 201,16.95575,8.01861,
Nadi International Airport,-17.761822,177.437843,NFFN
Nausori International Airport,-18.044226,178.561486,NFNA
Labasa Airport,-16.4667,179.339996,NFNL
Fua'amotu International Airport,-21.241438,-175.149164,NFTF
Lifuka Island Airport,-19.77700043,-174.3410034,NFTL
Vava'u International Airport,-18.5853,-173.962006,NFTV
Port Harcourt City Airport / Port Harcourt Air Force Base,4.846111,7.021389,DNPM
Sir Ahmadu Bello International Airport,12.479048,4.369132,DNBK
Funafuti International Airport,-8.523885,179.196976,NGFU
Bonriki International Airport,1.38164,173.147003,NGTA
Tabiteuea North Airport,-1.22447,174.776001,NGTE
Niue International Airport,-19.080109,-169.923493,NIUE
Ninglang Luguhu Airport,27.5403,100.7593,ZPNL
Hihifo Airport,-13.239445,-176.19865,NLWW
Pokhara International Airport,28.1838,84.0147,
Faleolo International Airport,-13.83,-172.007996,NSFA
Pago Pago International Airport,-14.331,-170.710007,NSTU
Fa'a'ā International Airport,-17.553472,-149.606936,NTAA
Rurutu Airport,-22.4340992,-151.3609924,NTAR
Tubuai Airport,-23.36540031,-149.5240021,NTAT
Anaa Airport,-17.3526,-145.509995,NTGA
Fangatau Airport,-15.820044,-140.888071,NTGB
Tikehau Airport,-15.1196,-148.231003,NTGC
Reao Airport,-18.46652,-136.43855,NTGE
Fakarava Airport,-16.05410004,-145.6569977,NTGF
Manihi Airport,-14.4368,-146.0700073,NTGI
Totegegie Airport,-23.07990074,-134.8899994,NTGJ
Kaukura Airport,-15.6633,-146.884995,NTGK
Makemo Airport,-16.5839,-143.658005,NTGM
Takapoto Airport,-14.70950031,-145.2460022,NTGT
Arutua Airport,-15.2482996,-146.6170044,NTGU
Mataiva Airport,-14.86810017,-148.7169952,NTGV
Ahe Airport,-14.42809963,-146.2570038,NTHE
Takaroa Airport,-14.45580006,-145.0249939,NTKR
Nuku Hiva Airport,-8.7956,-140.229004,NTMD
Hiva Oa-Atuona Airport,-9.768790245,-139.0110016,NTMN
Bora Bora Airport,-16.44440079,-151.7510071,NTTB
Rangiroa Airport,-14.95429993,-147.6609955,NTTG
Huahine-Fare Airport,-16.687084,-151.021593,NTTH
Moorea Temae Airport,-17.48979,-149.761777,NTTM
Hao Airport,-18.0748,-140.945999,NTTO
Maupiti Airport,-16.42650032,-152.2440033,NTTP
Raiatea Airport,-16.7229,-151.466003,NTTR
Gaua Island Airport,-14.2181,167.587006,NVSQ
Santo Pekoa International Airport,-15.50500011,167.2200012,NVSS
Bauerfield International Airport,-17.699301,168.320007,NVVV
Whitegrass Airport,-19.455099,169.223999,NVVW
Tiga Airport,-21.096407,167.80379,NWWA
Koné Airport,-21.053551,164.838768,NWWD
Île des Pins Airport,-22.5889,167.455994,NWWE
Lifou Airport,-20.774563,167.239328,NWWL
Nouméa Magenta Airport,-22.257706,166.472822,NWWM
Maré Airport,-21.482438,168.038465,NWWR
Touho Airport,-20.790127,165.259524,NWWU
Ouvéa Airport,-20.640932,166.573024,NWWV
La Tontouta International Airport,-22.014601,166.212997,NWWW
Auckland International Airport,-37.01199,174.786331,NZAA
Taupo Airport,-38.73970032,176.0839996,NZAP
Ardmore Airport,-37.02970123,174.9730072,NZAR
Christchurch International Airport,-43.489029,172.532065,NZCH
Inia William Tuuta Memorial Airport,-43.81189,-176.46514,NZCI
Dunedin International Airport,-45.929017,170.197758,NZDN
Gisborne Airport,-38.6633,177.977997,NZGS
Glentanner Airport,-43.90670013,170.128006,NZGT
Hokitika Airfield,-42.71360016,170.9850006,NZHK
Hamilton International Airport,-37.866961,175.331952,NZHN
Kerikeri Airport,-35.259148,173.913317,NZKK
Kaitaia Airport,-35.069837,173.287053,NZKT
Alexandra Aerodrome,-45.210495,169.371113,NZLX
Mount Cook Airport,-43.764999,170.132996,NZMC
Manapouri Airport,-45.5331,167.649994,NZMO
Hood Airport,-40.974634,175.63454,NZMS
New Plymouth Airport,-39.00859833,174.1790009,NZNP
Hawke's Bay Airport,-39.465801,176.869995,NZNR
Nelson Airport,-41.298302,173.220993,NZNS
Invercargill Airport,-46.41239929,168.3130035,NZNV
RNZAF Base Ohakea,-40.20600128,175.3880005,NZOH
Oamaru Airport,-44.970001,171.082001,NZOU
Palmerston North Airport,-40.320599,175.617004,NZPM
Paraparaumu Airport,-40.90470123,174.9889984,NZPP
Queenstown Airport,-45.019205,168.746379,NZQN
Rotorua Regional Airport,-38.1092,176.317001,NZRO
Amundsen–Scott South Pole Station Airport,-90,-1,NZSP
Tauranga Airport,-37.6719017,176.1959991,NZTG
Timaru Airport,-44.30279922,171.2250061,NZTU
Pukaki Airport,-44.23500061,170.1179962,NZUK
Woodbourne Airport,-41.5182991,173.8699951,NZWB
Williams Field Skiway,-77.867401,167.057007,
Wanaka Airport,-44.722091,169.246287,NZWF
Whakatāne Airport,-37.922224,176.91696,NZWK
Wellington International Airport,-41.326839,174.806862,NZWN
Wairoa Airport,-39.011862,177.404401,NZWO
RNZAF Base Auckland-Whenuapai,-36.7878,174.630005,NZWP
Whangarei Airport,-35.769253,174.363713,NZWR
Westport Airport,-41.737111,171.579033,NZWS
Wanganui Airport,-39.963467,175.02444,NZWU
Herat - Khwaja Abdullah Ansari International Airport,34.209999,62.228298,OAHR
Bagram Airfield,34.946098,69.264999,OAIX
Jalalabad Airport,34.399799,70.498596,OAJL
Kabul International Airport,34.565899,69.212303,OAKB
Ahmad Shah Baba International Airport,31.505769,65.847963,OAKN
Khost International Airport,33.284605,69.80734,OAKS
Maymana Zahiraddin Faryabi Airport,35.930801,64.760902,OAMN
Mazar-i-Sharif International Airport,36.70412,67.210459,OAMS
Kunduz Airport,36.6651,68.910797,OAUZ
Bahrain International Airport,26.267295,50.63764,OBBI
Sheik Isa Air Base,25.9184,50.590599,OBBS
Corisco International Airport,0.910937,9.33027,
Mecca East Airport,21.4375,39.994202,
Aradah Airport,21.226999,55.2673,OEAD
Abha International Airport,18.2404,42.656601,OEAB
Al-Ahsa International Airport,25.285299,49.485199,OEAH
Al-Ula International Airport,26.483634,38.117048,OEAO
King Saud Bin Abdulaziz (Al Baha) Airport,20.298506,41.636153,OEBA
Bisha Airport,19.9844,42.620899,OEBH
King Fahd International Airport,26.4691,49.798209,OEDF
Dawadmi Domestic Airport,24.4499,44.121201,OEDM
King Abdulaziz Air Base,26.2654,50.152,OEDR
Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,16.9011,42.5858,OEGN
Prince Naif bin Abdulaziz International Airport,26.302799,43.774399,OEGS
Gurayat Domestic Airport,31.412413,37.278898,OEGT
Hail International Airport,27.437901,41.686298,OEHL
Jubail Airport,27.039,49.405102,
King Faisal Naval Base,21.348101,39.173,OEJF
